Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Partikode;Partinavn;Oppslutning prosentvis;Antall stemmeberettigede;Antall forhåndsstemmer;Antall valgtingstemmer;Antall stemmer totalt;Endring % siste tilsvarende valg;Endring % siste ekvivalente valg;Antall mandater;Antall utjevningsmandater;
09;Aust-Agder;0901;Risør;;;RØDT;Rødt;12,3;5475;112;327;439;-1,4;10,5;4;0;
09;Aust-Agder;0901;Risør;;;SP;Senterpartiet;2,6;5475;8;84;92;-2;-0,9;1;0;
09;Aust-Agder;0901;Risør;;;KRF;Kristelig Folkeparti;6,8;5475;39;204;243;-1,3;-1,2;2;0;
09;Aust-Agder;0901;Risør;;;V;Venstre;13,4;5475;73;404;477;-0,4;9,2;4;0;
09;Aust-Agder;0901;Risør;;;H;Høyre;19,1;5475;137;544;681;1,4;4,5;5;0;
09;Aust-Agder;0901;Risør;;;FRP;Fremskrittspartiet;7,2;5475;43;214;257;-4,6;-15;2;0;
09;Aust-Agder;0901;Risør;;;VPP;Verdipolitisk Parti;1,2;5475;12;30;42;1,2;1,2;0;0;
09;Aust-Agder;0904;Grimstad;;;A;Det norske Arbeiderparti;24,8;16224;660;1820;2480;7,4;-1,8;9;0;
09;Aust-Agder;0904;Grimstad;;;SV;Sosialistisk Venstreparti;2,9;16224;103;184;287;-2;-0,9;1;0;
09;Aust-Agder;0904;Grimstad;;;SP;Senterpartiet;4,4;16224;84;358;442;-1,7;1,2;2;0;
09;Aust-Agder;0904;Grimstad;;;KRF;Kristelig Folkeparti;14,2;16224;332;1086;1418;-2,6;-0,4;5;0;
09;Aust-Agder;0904;Grimstad;;;V;Venstre;20;16224;459;1540;1999;3,8;15,5;7;0;
09;Aust-Agder;0904;Grimstad;;;H;Høyre;13,8;16224;321;1055;1376;-1;-4,2;5;0;
09;Aust-Agder;0904;Grimstad;;;FRP;Fremskrittspartiet;18,4;16224;405;1433;1838;-5,5;-9,5;6;0;
09;Aust-Agder;0904;Grimstad;;;PP;Pensjonistpartiet;1,6;16224;37;123;160;1,6;1,3;0;0;
09;Aust-Agder;0906;Arendal;;;A;Det norske Arbeiderparti;23,6;32959;1201;3486;4687;-7,7;-13;9;0;
09;Aust-Agder;0906;Arendal;;;SV;Sosialistisk Venstreparti;6,6;32959;394;909;1303;-0,2;2,1;3;0;
09;Aust-Agder;0906;Arendal;;;SP;Senterpartiet;3;32959;105;493;598;-1,5;0,5;1;0;
09;Aust-Agder;0906;Arendal;;;KRF;Kristelig Folkeparti;7,5;32959;331;1167;1498;-3;-0,6;3;0;
09;Aust-Agder;0906;Arendal;;;V;Venstre;6,8;32959;314;1046;1360;1,5;3,6;3;0;
09;Aust-Agder;0906;Arendal;;;H;Høyre;31,1;32959;1527;4665;6192;15,8;15,1;12;0;
09;Aust-Agder;0906;Arendal;;;FRP;Fremskrittspartiet;14,8;32959;635;2313;2948;-6,9;-12,2;6;0;
09;Aust-Agder;0906;Arendal;;;KYST;Kystpartiet;0,2;32959;11;26;37;0;0,1;0;0;
09;Aust-Agder;0906;Arendal;;;PP;Pensjonistpartiet;5,9;32959;315;854;1169;1,7;5,1;2;0;
09;Aust-Agder;0906;Arendal;;;VPP;Verdipolitisk Parti;0,4;32959;21;66;87;0,4;0,4;0;0;
09;Aust-Agder;0911;Gjerstad;;;A;Det norske Arbeiderparti;30,1;1917;109;284;393;-1,3;-6,8;6;0;
09;Aust-Agder;0911;Gjerstad;;;SP;Senterpartiet;23,3;1917;59;246;305;7,5;13,2;5;0;
09;Aust-Agder;0911;Gjerstad;;;KRF;Kristelig Folkeparti;5,6;1917;20;53;73;-4,8;-3,3;1;0;
09;Aust-Agder;0911;Gjerstad;;;V;Venstre;4,7;1917;18;44;62;-5,5;1,7;1;0;
09;Aust-Agder;0911;Gjerstad;;;H;Høyre;28,4;1917;85;286;371;4,7;16,8;6;0;
09;Aust-Agder;0911;Gjerstad;;;FRP;Fremskrittspartiet;7,9;1917;8;95;103;1,7;-14,7;2;0;
09;Aust-Agder;0912;Vegårshei;;;A;Det norske Arbeiderparti;28,9;1434;53;278;331;-13,4;-8;6;0;
09;Aust-Agder;0912;Vegårshei;;;SP;Senterpartiet;17,5;1434;24;176;200;6,7;9,3;4;0;
09;Aust-Agder;0912;Vegårshei;;;KRF;Kristelig Folkeparti;21,1;1434;40;201;241;2,8;1,5;5;0;
09;Aust-Agder;0912;Vegårshei;;;V;Venstre;3;1434;9;25;34;3;1;0;0;
09;Aust-Agder;0912;Vegårshei;;;H;Høyre;22,9;1434;50;212;262;6,6;9,2;5;0;
09;Aust-Agder;0912;Vegårshei;;;FRP;Fremskrittspartiet;6,6;1434;11;65;76;-5,6;-11,2;1;0;
09;Aust-Agder;0914;Tvedestrand;;;A;Det norske Arbeiderparti;24,6;4712;153;595;748;7,6;-7,4;6;0;
09;Aust-Agder;0914;Tvedestrand;;;SP;Senterpartiet;10,6;4712;41;281;322;-4,3;5,6;3;0;
09;Aust-Agder;0914;Tvedestrand;;;KRF;Kristelig Folkeparti;9,1;4712;50;227;277;0,2;1,3;2;0;
09;Aust-Agder;0914;Tvedestrand;;;V;Venstre;5,3;4712;37;123;160;0,1;1,8;1;0;
09;Aust-Agder;0914;Tvedestrand;;;H;Høyre;15,4;4712;117;351;468;-4,7;-4,3;4;0;
09;Aust-Agder;0914;Tvedestrand;;;FRP;Fremskrittspartiet;4,8;4712;27;118;145;4,8;-19,6;1;0;
09;Aust-Agder;0914;Tvedestrand;;;TTL;Tvedestrand Tverrpolitiske Liste;30,3;4712;158;762;920;2,2;30,3;8;0;
09;Aust-Agder;0919;Froland;;;A;Det norske Arbeiderparti;19,2;3878;136;321;457;-3;-12,1;4;0;
09;Aust-Agder;0919;Froland;;;SP;Senterpartiet;30,6;3878;171;560;731;-7,5;21,9;6;0;
09;Aust-Agder;0919;Froland;;;KRF;Kristelig Folkeparti;24,1;3878;121;454;575;7,8;9,8;4;0;
09;Aust-Agder;0919;Froland;;;V;Venstre;3,3;3878;20;58;78;1,3;0,9;0;0;
09;Aust-Agder;0919;Froland;;;H;Høyre;8,6;3878;36;169;205;5,1;0,3;2;0;
09;Aust-Agder;0919;Froland;;;FRP;Fremskrittspartiet;14,2;3878;94;245;339;-3,7;-17,2;3;0;
09;Aust-Agder;0926;Lillesand;;;A;Det norske Arbeiderparti;16,6;7456;209;608;817;2,8;-9,6;5;0;
09;Aust-Agder;0926;Lillesand;;;SV;Sosialistisk Venstreparti;3,9;7456;44;150;194;-3;-1,8;1;0;
09;Aust-Agder;0926;Lillesand;;;SP;Senterpartiet;2,7;7456;23;112;135;-1,5;0,2;1;0;
09;Aust-Agder;0926;Lillesand;;;KRF;Kristelig Folkeparti;8,9;7456;89;350;439;-0,8;-1,3;2;0;
09;Aust-Agder;0926;Lillesand;;;V;Venstre;7,9;7456;88;300;388;-0,2;3,3;2;0;
09;Aust-Agder;0926;Lillesand;;;H;Høyre;47,6;7456;556;1786;2342;3,4;24,7;13;0;
09;Aust-Agder;0926;Lillesand;;;FRP;Fremskrittspartiet;7,5;7456;85;284;369;-5,5;-18,5;2;0;
09;Aust-Agder;0926;Lillesand;;;MDG;Miljøpartiet De Grønne;1,3;7456;22;41;63;1,3;0,8;0;0;
09;Aust-Agder;0926;Lillesand;;;PP;Pensjonistpartiet;3,6;7456;63;112;175;3,6;3,3;1;0;
09;Aust-Agder;0928;Birkenes;;;A;Det norske Arbeiderparti;17,6;3515;101;287;388;-0,9;-6,5;4;0;
09;Aust-Agder;0928;Birkenes;;;SV;Sosialistisk Venstreparti;3,2;3515;26;44;70;-1,5;0,3;1;0;
09;Aust-Agder;0928;Birkenes;;;SP;Senterpartiet;10,4;3515;41;188;229;-1,2;3,1;2;0;
09;Aust-Agder;0928;Birkenes;;;KRF;Kristelig Folkeparti;18,9;3515;139;279;418;1,1;1;4;0;
09;Aust-Agder;0928;Birkenes;;;V;Venstre;2,5;3515;14;41;55;0,2;0,5;0;0;
09;Aust-Agder;0928;Birkenes;;;H;Høyre;38,6;3515;181;672;853;5,9;21;8;0;
09;Aust-Agder;0928;Birkenes;;;FRP;Fremskrittspartiet;8,8;3515;50;144;194;-3,4;-18;2;0;
09;Aust-Agder;0929;Åmli;;;A;Det norske Arbeiderparti;33;1397;45;284;329;-6,9;-6,7;6;0;
09;Aust-Agder;0929;Åmli;;;SP;Senterpartiet;24,7;1397;28;218;246;-15,6;11,1;4;0;
09;Aust-Agder;0929;Åmli;;;KRF;Kristelig Folkeparti;14,9;1397;25;124;149;14,9;5,7;3;0;
09;Aust-Agder;0929;Åmli;;;H;Høyre;18,7;1397;28;158;186;11,6;9,3;3;0;
09;Aust-Agder;0929;Åmli;;;FRP;Fremskrittspartiet;8,7;1397;18;69;87;-4;-10,6;1;0;
09;Aust-Agder;0935;Iveland;;;A;Det norske Arbeiderparti;16,1;971;14;96;110;-1,9;-3,8;3;0;
09;Aust-Agder;0935;Iveland;;;SP;Senterpartiet;33,6;971;24;206;230;8,7;22,9;5;0;
09;Aust-Agder;0935;Iveland;;;KRF;Kristelig Folkeparti;16,5;971;32;81;113;-0,4;-6,8;3;0;
09;Aust-Agder;0935;Iveland;;;V;Venstre;12;971;6;76;82;-2,5;10;2;0;
09;Aust-Agder;0935;Iveland;;;H;Høyre;12,6;971;16;70;86;3,4;0,5;2;0;
09;Aust-Agder;0935;Iveland;;;FRP;Fremskrittspartiet;9,3;971;8;56;64;-7,4;-20,1;2;0;
09;Aust-Agder;0937;Evje og Hornnes;;;A;Det norske Arbeiderparti;27,1;2627;92;353;445;3,7;-7,2;6;0;
09;Aust-Agder;0937;Evje og Hornnes;;;SP;Senterpartiet;9;2627;25;123;148;-5,8;3,1;2;0;
09;Aust-Agder;0937;Evje og Hornnes;;;KRF;Kristelig Folkeparti;33,7;2627;86;468;554;6,7;11,6;7;0;
09;Aust-Agder;0937;Evje og Hornnes;;;H;Høyre;17,2;2627;40;242;282;12,7;7,3;4;0;
09;Aust-Agder;0937;Evje og Hornnes;;;FRP;Fremskrittspartiet;6,1;2627;29;72;101;-2,3;-16,6;1;0;
09;Aust-Agder;0937;Evje og Hornnes;;;TBY;Tverrpolitisk Bygdeliste;6,9;2627;17;97;114;-11,5;6,9;1;0;
09;Aust-Agder;0938;Bygland;;;A;Det norske Arbeiderparti;20;974;33;105;138;9,4;-10,6;3;0;
09;Aust-Agder;0938;Bygland;;;SP;Senterpartiet;36,8;974;44;210;254;7,8;22;5;0;
09;Aust-Agder;0938;Bygland;;;BHBV;Fellesliste for Høgre og Venstre;16,9;974;39;78;117;1,7;16,9;3;0;
09;Aust-Agder;0938;Bygland;;;BYB;Bygland Bygdeliste;26,3;974;26;156;182;-6,8;26,3;4;0;
09;Aust-Agder;0940;Valle;;;A;Det norske Arbeiderparti;27,3;986;63;133;196;10,6;-0,5;4;0;
09;Aust-Agder;0940;Valle;;;SP;Senterpartiet;40,1;986;61;227;288;17,7;22,8;6;0;
09;Aust-Agder;0940;Valle;;;KRF;Kristelig Folkeparti;5,2;986;10;27;37;-6,8;-8,7;1;0;
09;Aust-Agder;0940;Valle;;;V;Venstre;5,4;986;16;23;39;5,4;4,3;1;0;
09;Aust-Agder;0940;Valle;;;H;Høyre;22;986;34;124;158;-26,9;8,9;3;0;
09;Aust-Agder;0941;Bykle;;;A;Det norske Arbeiderparti;39,4;742;38;162;200;16,8;9,3;5;0;
09;Aust-Agder;0941;Bykle;;;SP;Senterpartiet;13,8;742;16;54;70;5;4,5;2;0;
09;Aust-Agder;0941;Bykle;;;V;Venstre;9,5;742;16;32;48;2,1;6,1;1;0;
09;Aust-Agder;0941;Bykle;;;H;Høyre;30,4;742;32;122;154;2,9;13,3;4;0;
09;Aust-Agder;0941;Bykle;;;FRP;Fremskrittspartiet;6,9;742;12;23;35;-1,5;-13,3;1;0;
10;Vest-Agder;1001;Kristiansand;;;A;Det norske Arbeiderparti;26,4;62994;2188;7996;10184;6,5;-1,9;14;0;
10;Vest-Agder;1001;Kristiansand;;;SV;Sosialistisk Venstreparti;2,8;62994;294;788;1082;-1,3;-2,4;1;0;
10;Vest-Agder;1001;Kristiansand;;;RØDT;Rødt;1,6;62994;163;455;618;-0,6;1;1;0;
10;Vest-Agder;1001;Kristiansand;;;SP;Senterpartiet;0,7;62994;30;251;281;-0,7;-0,6;0;0;
10;Vest-Agder;1001;Kristiansand;;;KRF;Kristelig Folkeparti;16,5;62994;1121;5257;6378;-2,2;2,1;9;0;
10;Vest-Agder;1001;Kristiansand;;;V;Venstre;4,9;62994;381;1502;1883;0,5;1,4;3;0;
10;Vest-Agder;1001;Kristiansand;;;H;Høyre;26,5;62994;1971;8249;10220;5,4;6,2;14;0;
10;Vest-Agder;1001;Kristiansand;;;FRP;Fremskrittspartiet;11,3;62994;900;3469;4369;-4,3;-12,4;6;0;
10;Vest-Agder;1001;Kristiansand;;;DEMN;Demokratene i Norge;3,8;62994;337;1140;1477;-0,6;3;2;0;
10;Vest-Agder;1001;Kristiansand;;;MDG;Miljøpartiet De Grønne;2,1;62994;178;639;817;-0,5;1,6;1;0;
10;Vest-Agder;1001;Kristiansand;;;PP;Pensjonistpartiet;3,3;62994;363;930;1293;-2,2;2,3;2;0;
10;Vest-Agder;1002;Mandal;;;A;Det norske Arbeiderparti;25,2;11764;569;1280;1849;1,2;-1,8;9;0;
10;Vest-Agder;1002;Mandal;;;SV;Sosialistisk Venstreparti;3;11764;75;143;218;-1,6;-1,1;1;0;
10;Vest-Agder;1002;Mandal;;;SP;Senterpartiet;2,3;11764;27;144;171;-0,8;-0,9;1;0;
10;Vest-Agder;1002;Mandal;;;KRF;Kristelig Folkeparti;15,5;11764;314;822;1136;-3,9;3,7;5;0;
10;Vest-Agder;1002;Mandal;;;V;Venstre;5,7;11764;118;296;414;2,5;1,9;2;0;
10;Vest-Agder;1002;Mandal;;;H;Høyre;17,5;11764;418;865;1283;3,6;0,1;6;0;
10;Vest-Agder;1002;Mandal;;;FRP;Fremskrittspartiet;28,3;11764;623;1451;2074;-3,4;-2,9;10;0;
10;Vest-Agder;1002;Mandal;;;DEMN;Demokratene i Norge;0,4;11764;10;17;27;0,3;0,3;0;0;
10;Vest-Agder;1002;Mandal;;;MDG;Miljøpartiet De Grønne;2,1;11764;51;103;154;2,1;1,9;1;0;
10;Vest-Agder;1003;Farsund;;;A;Det norske Arbeiderparti;14,2;7161;175;492;667;-9,2;-9,2;4;0;
10;Vest-Agder;1003;Farsund;;;SV;Sosialistisk Venstreparti;4,1;7161;58;136;194;-1,3;0,9;1;0;
10;Vest-Agder;1003;Farsund;;;SP;Senterpartiet;3,5;7161;49;114;163;-1;-0,5;1;0;
10;Vest-Agder;1003;Farsund;;;KRF;Kristelig Folkeparti;12,1;7161;134;437;571;-3,3;0,5;4;0;
10;Vest-Agder;1003;Farsund;;;V;Venstre;5,2;7161;47;197;244;3;3,4;2;0;
10;Vest-Agder;1003;Farsund;;;H;Høyre;22,6;7161;264;800;1064;6,2;7,8;6;0;
10;Vest-Agder;1003;Farsund;;;FRP;Fremskrittspartiet;35,5;7161;409;1261;1670;2,9;-4,4;10;0;
10;Vest-Agder;1003;Farsund;;;PP;Pensjonistpartiet;2,9;7161;26;110;136;2,9;2,6;1;0;
10;Vest-Agder;1004;Flekkefjord;;;A;Det norske Arbeiderparti;15,7;6940;159;531;690;0,5;-9,7;6;0;
10;Vest-Agder;1004;Flekkefjord;;;SV;Sosialistisk Venstreparti;3,8;6940;53;113;166;-1,6;1;1;0;
10;Vest-Agder;1004;Flekkefjord;;;SP;Senterpartiet;7,5;6940;36;295;331;-1,4;1,9;3;0;
10;Vest-Agder;1004;Flekkefjord;;;KRF;Kristelig Folkeparti;16,3;6940;125;591;716;0,6;2,6;6;0;
10;Vest-Agder;1004;Flekkefjord;;;V;Venstre;15;6940;131;530;661;-1,7;10,4;5;0;
10;Vest-Agder;1004;Flekkefjord;;;H;Høyre;26,9;6940;238;944;1182;6,7;10,3;9;0;
10;Vest-Agder;1004;Flekkefjord;;;FRP;Fremskrittspartiet;14,7;6940;131;517;648;-2,8;-15;5;0;
10;Vest-Agder;1014;Vennesla;;;A;Det norske Arbeiderparti;27,4;10070;214;1448;1662;1,5;-1,4;8;0;
10;Vest-Agder;1014;Vennesla;;;SV;Sosialistisk Venstreparti;1,4;10070;15;68;83;1,4;-0,7;0;0;
10;Vest-Agder;1014;Vennesla;;;SP;Senterpartiet;6,9;10070;36;381;417;-0,5;3,1;2;0;
10;Vest-Agder;1014;Vennesla;;;KRF;Kristelig Folkeparti;30,2;10070;245;1584;1829;-0,3;7,8;8;0;
10;Vest-Agder;1014;Vennesla;;;V;Venstre;2,5;10070;23;130;153;0,8;1,1;1;0;
10;Vest-Agder;1014;Vennesla;;;H;Høyre;15;10070;81;828;909;6,3;4,4;4;0;
10;Vest-Agder;1014;Vennesla;;;FRP;Fremskrittspartiet;14,4;10070;121;752;873;-10,7;-14;4;0;
10;Vest-Agder;1014;Vennesla;;;DEMN;Demokratene i Norge;0,6;10070;4;30;34;-0,2;0,1;0;0;
10;Vest-Agder;1014;Vennesla;;;PP;Pensjonistpartiet;1,7;10070;19;84;103;1,7;1,1;0;0;
10;Vest-Agder;1017;Songdalen;;;A;Det norske Arbeiderparti;22,5;4450;67;531;598;-1,5;-3,5;6;0;
10;Vest-Agder;1017;Songdalen;;;SP;Senterpartiet;24,3;4450;77;570;647;0;16,8;6;0;
10;Vest-Agder;1017;Songdalen;;;KRF;Kristelig Folkeparti;15,7;4450;50;367;417;-0,8;0,6;4;0;
10;Vest-Agder;1017;Songdalen;;;V;Venstre;3,5;4450;10;84;94;2,1;1,4;1;0;
10;Vest-Agder;1017;Songdalen;;;H;Høyre;16,3;4450;37;396;433;2;3,3;4;0;
10;Vest-Agder;1017;Songdalen;;;FRP;Fremskrittspartiet;15,9;4450;54;368;422;-1,8;-15,2;4;0;
10;Vest-Agder;1017;Songdalen;;;DEMN;Demokratene i Norge;1,8;4450;7;40;47;0;0,8;0;0;
10;Vest-Agder;1018;Søgne;;;A;Det norske Arbeiderparti;22,5;7905;237;916;1153;0,6;-2,7;6;0;
10;Vest-Agder;1018;Søgne;;;SV;Sosialistisk Venstreparti;3,3;7905;49;120;169;-1,3;-0,5;1;0;
10;Vest-Agder;1018;Søgne;;;SP;Senterpartiet;2,7;7905;17;120;137;-0,9;0,1;1;0;
10;Vest-Agder;1018;Søgne;;;KRF;Kristelig Folkeparti;12,1;7905;81;539;620;-1,3;-0,2;3;0;
10;Vest-Agder;1018;Søgne;;;V;Venstre;7,2;7905;61;307;368;-5,7;3,5;2;0;
10;Vest-Agder;1018;Søgne;;;H;Høyre;31,2;7905;245;1351;1596;13,6;10,5;9;0;
10;Vest-Agder;1018;Søgne;;;FRP;Fremskrittspartiet;17,7;7905;148;758;906;-3,7;-12;5;0;
10;Vest-Agder;1018;Søgne;;;DEMN;Demokratene i Norge;0,4;7905;5;14;19;0,2;0,2;0;0;
10;Vest-Agder;1018;Søgne;;;PP;Pensjonistpartiet;1,7;7905;8;77;85;-1,3;1,1;0;0;
10;Vest-Agder;1018;Søgne;;;SØBYG;Søgne bygdeliste;1,2;7905;14;47;61;1,2;1,2;0;0;
10;Vest-Agder;1021;Marnardal;;;A;Det norske Arbeiderparti;37,6;1673;63;339;402;7,6;9,5;8;0;
10;Vest-Agder;1021;Marnardal;;;SP;Senterpartiet;19,6;1673;31;178;209;-7,8;1,2;4;0;
10;Vest-Agder;1021;Marnardal;;;KRF;Kristelig Folkeparti;13,9;1673;9;139;148;0,4;1,6;3;0;
10;Vest-Agder;1021;Marnardal;;;V;Venstre;5,6;1673;11;49;60;-0,7;2;1;0;
10;Vest-Agder;1021;Marnardal;;;H;Høyre;15,8;1673;16;153;169;1,1;4,7;3;0;
10;Vest-Agder;1021;Marnardal;;;FRP;Fremskrittspartiet;7,5;1673;18;62;80;-0,6;-15,4;2;0;
10;Vest-Agder;1026;Åseral;;;A;Det norske Arbeiderparti;21,1;644;12;84;96;4,3;-0,3;4;0;
10;Vest-Agder;1026;Åseral;;;SP;Senterpartiet;48,2;644;31;189;220;23,4;32,8;8;0;
10;Vest-Agder;1026;Åseral;;;H;Høyre;12,9;644;10;49;59;2,5;3,8;2;0;
10;Vest-Agder;1026;Åseral;;;TPÅS;Tverrpolitisk bygdeliste;17,8;644;14;67;81;-3,2;17,8;3;0;
10;Vest-Agder;1027;Audnedal;;;A;Det norske Arbeiderparti;16,4;1233;21;128;149;1,5;-0,5;3;0;
10;Vest-Agder;1027;Audnedal;;;SP;Senterpartiet;7,9;1233;9;63;72;-2,1;-6,9;1;0;
10;Vest-Agder;1027;Audnedal;;;KRF;Kristelig Folkeparti;28,4;1233;26;232;258;0,4;-3,2;5;0;
10;Vest-Agder;1027;Audnedal;;;H;Høyre;8,7;1233;13;66;79;2,4;0,2;1;0;
10;Vest-Agder;1027;Audnedal;;;BØA;Bygdelista ¿ for øvre del av Audnedal;38,5;1233;23;326;349;-2,2;38,5;7;0;
10;Vest-Agder;1029;Lindesnes;;;A;Det norske Arbeiderparti;9,2;3560;61;158;219;-2,3;-10,9;2;0;
10;Vest-Agder;1029;Lindesnes;;;SP;Senterpartiet;6,2;3560;14;133;147;-0,9;-0,3;1;0;
10;Vest-Agder;1029;Lindesnes;;;KRF;Kristelig Folkeparti;24,3;3560;107;473;580;-14;6,9;5;0;
10;Vest-Agder;1029;Lindesnes;;;V;Venstre;17,3;3560;46;367;413;8,5;14;4;0;
10;Vest-Agder;1029;Lindesnes;;;H;Høyre;26;3560;87;534;621;12,6;8,7;5;0;
10;Vest-Agder;1029;Lindesnes;;;FRP;Fremskrittspartiet;8,3;3560;41;158;199;-8,7;-23,2;2;0;
10;Vest-Agder;1029;Lindesnes;;;DEMN;Demokratene i Norge;0,6;3560;5;9;14;-0,2;0,4;0;0;
10;Vest-Agder;1029;Lindesnes;;;PP;Pensjonistpartiet;8,1;3560;51;142;193;8,1;7,9;2;0;
10;Vest-Agder;1032;Lyngdal;;;A;Det norske Arbeiderparti;9,9;5721;76;302;378;2,1;-7,3;3;0;
10;Vest-Agder;1032;Lyngdal;;;SV;Sosialistisk Venstreparti;2,8;5721;34;73;107;-0,1;0,6;1;0;
10;Vest-Agder;1032;Lyngdal;;;SP;Senterpartiet;10,8;5721;66;346;412;4,1;6;3;0;
10;Vest-Agder;1032;Lyngdal;;;KRF;Kristelig Folkeparti;16;5721;127;484;611;-9,4;-8,7;5;0;
10;Vest-Agder;1032;Lyngdal;;;V;Venstre;4,9;5721;37;150;187;-4,2;2,4;1;0;
10;Vest-Agder;1032;Lyngdal;;;H;Høyre;44,9;5721;335;1375;1710;18,1;27,4;13;0;
10;Vest-Agder;1032;Lyngdal;;;FRP;Fremskrittspartiet;10,3;5721;90;304;394;-10,5;-19,9;3;0;
10;Vest-Agder;1032;Lyngdal;;;DEMN;Demokratene i Norge;0,3;5721;3;7;10;-0,1;0,2;0;0;
10;Vest-Agder;1034;Hægebostad;;;A;Det norske Arbeiderparti;6,6;1230;10;53;63;0;-7,7;2;0;
10;Vest-Agder;1034;Hægebostad;;;SP;Senterpartiet;10,2;1230;10;87;97;4,3;-2,1;2;0;
10;Vest-Agder;1034;Hægebostad;;;KRF;Kristelig Folkeparti;10;1230;11;84;95;-7,4;-20,5;2;0;
10;Vest-Agder;1034;Hægebostad;;;H;Høyre;27,5;1230;20;242;262;16,4;17;6;0;
10;Vest-Agder;1034;Hægebostad;;;FRP;Fremskrittspartiet;15,5;1230;34;113;147;9,8;-13,7;3;0;
10;Vest-Agder;1034;Hægebostad;;;SAMH;Samarbeidslista;14,9;1230;11;131;142;-16,3;14,9;3;0;
10;Vest-Agder;1034;Hægebostad;;;TPLH;Tverrpolitisk liste;15,2;1230;10;135;145;-6,8;15,2;3;0;
10;Vest-Agder;1037;Kvinesdal;;;A;Det norske Arbeiderparti;40;4405;278;925;1203;8,8;11;11;0;
10;Vest-Agder;1037;Kvinesdal;;;SP;Senterpartiet;6,9;4405;37;171;208;-4,3;-1,4;2;0;
10;Vest-Agder;1037;Kvinesdal;;;KRF;Kristelig Folkeparti;16,4;4405;138;357;495;0;0,3;5;0;
10;Vest-Agder;1037;Kvinesdal;;;V;Venstre;2,4;4405;14;57;71;0,6;0,2;0;0;
10;Vest-Agder;1037;Kvinesdal;;;H;Høyre;18,3;4405;129;422;551;7;7,3;5;0;
10;Vest-Agder;1037;Kvinesdal;;;FRP;Fremskrittspartiet;16;4405;123;359;482;-9,5;-14,4;4;0;
10;Vest-Agder;1046;Sirdal;;;A;Det norske Arbeiderparti;29,4;1323;85;203;288;12;8,9;5;0;
10;Vest-Agder;1046;Sirdal;;;SP;Senterpartiet;14,5;1323;20;122;142;-10,5;-1,4;3;0;
10;Vest-Agder;1046;Sirdal;;;KRF;Kristelig Folkeparti;15,6;1323;45;108;153;-1,7;-5,4;3;0;
10;Vest-Agder;1046;Sirdal;;;V;Venstre;6,2;1323;15;46;61;-0,1;1,5;1;0;
10;Vest-Agder;1046;Sirdal;;;H;Høyre;11,1;1323;30;79;109;-0,3;-0,1;2;0;
10;Vest-Agder;1046;Sirdal;;;FRP;Fremskrittspartiet;9,1;1323;28;61;89;-7;-12,5;2;0;
10;Vest-Agder;1046;Sirdal;;;BUTV;Bygdeutviklingslista;13,9;1323;27;109;136;13,9;13,9;3;0;
11;Rogaland;1101;Eigersund;;;A;Det norske Arbeiderparti;25,2;10767;365;1266;1631;-0,7;-1;8;0;
11;Rogaland;1101;Eigersund;;;SV;Sosialistisk Venstreparti;2,5;10767;45;119;164;0,4;-0,5;1;0;
11;Rogaland;1101;Eigersund;;;SP;Senterpartiet;6,5;10767;59;362;421;0,5;0,9;2;0;
11;Rogaland;1101;Eigersund;;;KRF;Kristelig Folkeparti;19,4;10767;245;1012;1257;4,7;8,3;6;0;
11;Rogaland;1101;Eigersund;;;V;Venstre;6,4;10767;101;314;415;-0,3;-1,2;2;0;
11;Rogaland;1101;Eigersund;;;H;Høyre;26,1;10767;339;1354;1693;-1,6;8,9;8;0;
11;Rogaland;1101;Eigersund;;;FRP;Fremskrittspartiet;13,9;10767;202;700;902;-2,9;-14,1;4;0;
11;Rogaland;1102;Sandnes;;;A;Det norske Arbeiderparti;21,8;48689;2330;4238;6568;0,7;-4,3;11;0;
11;Rogaland;1102;Sandnes;;;SV;Sosialistisk Venstreparti;3,2;48689;337;615;952;-1;-1,4;2;0;
11;Rogaland;1102;Sandnes;;;RØDT;Rødt;0,4;48689;50;77;127;-0,5;0;0;0;
11;Rogaland;1102;Sandnes;;;SP;Senterpartiet;5,5;48689;338;1310;1648;0,8;1,3;3;0;
11;Rogaland;1102;Sandnes;;;KRF;Kristelig Folkeparti;9,3;48689;760;2037;2797;-2,7;-1,5;4;0;
11;Rogaland;1102;Sandnes;;;V;Venstre;4,4;48689;493;832;1325;-0,9;-0,3;2;0;
11;Rogaland;1102;Sandnes;;;H;Høyre;30;48689;3290;5754;9044;7,3;9,7;15;0;
11;Rogaland;1102;Sandnes;;;FRP;Fremskrittspartiet;22,6;48689;2326;4495;6821;-3,9;-5;11;0;
11;Rogaland;1102;Sandnes;;;DEMN;Demokratene i Norge;0,1;48689;10;18;28;0,1;0;0;0;
11;Rogaland;1102;Sandnes;;;KSP;Kristent Samlingsparti;0,4;48689;32;74;106;0,1;0,1;0;0;
11;Rogaland;1102;Sandnes;;;MDG;Miljøpartiet De Grønne;0,6;48689;75;95;170;0,6;0,3;0;0;
11;Rogaland;1102;Sandnes;;;PP;Pensjonistpartiet;2;48689;161;442;603;-0,1;1,3;1;0;
11;Rogaland;1103;Stavanger;;;A;Det norske Arbeiderparti;29;97558;2434;15184;17618;7,1;-1,4;19;0;
